Animal ID,Name,Intake Date,Intake Time,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A686177,,08/18/2014,11:16AM,3212 Red River in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Medium Hair Mix,Black
A686178,Yager,08/18/2014,11:20AM,1119 Lott Ave in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,German Shepherd/Rottweiler,Black/Tan
A686179,Butterscotch,08/18/2014,11:37AM,2901 Parker Ln in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,White/Red
A686180,Dallas,08/18/2014,11:37AM,2901 Parker Ln in Austin (TX),Public Assist,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Black/Tan
A671025,Cody,08/18/2014,12:02PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Maltese/Miniature Poodle,White/Gray
A686182,Sophie,08/18/2014,12:03PM,San Carlos And Kromer in Austin (TX),Stray,Normal,Cat,Spayed Female,9 years,Domestic Shorthair Mix,White/Brown Tabby
A548939,Leo,08/18/2014,12:14PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,7 years,Parson Russell Terrier Mix,White/Red
A686184,,08/18/2014,12:31PM,9110 Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A686187,*Raul,08/18/2014,12:31PM,9110 Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A686185,*Ricky,08/18/2014,12:45PM,4811 Aberdeen Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby/White
A686186,*Riley,08/18/2014,12:45PM,4811 Aberdeen Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby/White
A686189,,08/18/2014,12:57PM,411 Brazos St in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A686191,,08/18/2014,12:57PM,411 Brazos St in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A686192,,08/18/2014,12:57PM,411 Brazos St in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A686193,,08/18/2014,1:08PM,9110 Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A686194,,08/18/2014,1:08PM,9110 Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A686195,,08/18/2014,1:08PM,9110 Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
A686196,,08/18/2014,1:08PM,9110 Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
A686190,,08/18/2014,1:08PM,9110 Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A686188,,08/18/2014,1:08PM,9110 Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
A686197,,08/18/2014,1:30PM,2600 Crownover Street in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Plott Hound Mix,Brown Brindle/White
A686198,,08/18/2014,1:34PM,Leander (TX),Owner Surrender,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Blue/White
A686199,Mr. Blue,08/18/2014,1:34PM,Leander (TX),Owner Surrender,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Blue Tabby
A686200,*Steve,08/18/2014,1:34PM,Leander (TX),Owner Surrender,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Orange Tabby
A686002,Rambo,08/18/2014,1:44PM,Westminster And Greenbrook Parkway in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,German Shepherd Mix,Black/Tan
A686201,Chicharro,08/18/2014,1:59PM,China Rose And Elk Crossing in Austin (TX),Stray,Normal,Dog,Intact Male,10 years,Rat Terrier Mix,Black/White
A686203,*Storm,08/18/2014,2:14PM,15302 Strom in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Pit Bull Mix,Black/White
A542480,Shenanigan,08/18/2014,2:14PM,15302 Storm in Travis (TX),Stray,Normal,Dog,Neutered Male,5 years,Australian Cattle Dog Mix,Blue Tick/Black
A686207,Buba,08/18/2014,2:18PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,11 years,Pixiebob Shorthair Mix,Brown Tabby
A686208,Jaycup,08/18/2014,2:18PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Brown Tabby
A686210,Kya,08/18/2014,2:18PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,13 years,Pixiebob Shorthair Mix,Brown Tabby
A686205,,08/18/2014,2:30PM,12005 Onion Hollow Run in Austin (TX),Stray,Normal,Cat,Unknown,7 years,Domestic Shorthair Mix,White/Brown Tabby
A686204,Grey,08/18/2014,2:36PM,Austin (TX),Owner Surrender,Aged,Cat,Neutered Male,19 years,Domestic Shorthair Mix,Brown Tabby
A686212,*Sophie,08/18/2014,3:11PM,14315 Old Manor Taylor in Manor (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Black
A686213,*Sylvia,08/18/2014,3:11PM,14315 Old Manor Taylor in Manor (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Black
A686214,*Sam,08/18/2014,3:11PM,14315 Old Manor Taylor in Manor (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Black
A686215,*Sara,08/18/2014,3:11PM,14315 Old Manor Taylor in Manor (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,White/Black
A686216,*Sally,08/18/2014,3:11PM,14315 Old Manor Taylor in Manor (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Black/White
A686217,Lucky,08/18/2014,3:47PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,5 years,Snowshoe Mix,Lynx Point
A686218,Sam,08/18/2014,3:48PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Torbie/White
A686219,,08/18/2014,4:14PM,800 Guadalupe St. in Austin (TX),Public Assist,Normal,Other,Unknown,5 months,Bat Mix,Gray
A686220,,08/18/2014,4:20PM,Hyson Crossing in Pflugerville (TX),Stray,Normal,Dog,Intact Male,1 year,Jack Russell Terrier Mix,White/Brown
A686221,*Sparky,08/18/2014,4:20PM,4106 N. Lamar in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Flame Point
A686222,,08/18/2014,4:27PM,Austin (TX),Owner Surrender,Normal,Bird,Intact Male,5 months,Silkie Mix,Black
A686223,,08/18/2014,4:33PM,7706 Lazy Ln in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby
A686010,Appa,08/18/2014,5:20PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,6 months,Anatol Shepherd Mix,Sable/White
A686225,Doyle,08/18/2014,5:23PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 months,Labrador Retriever/Dalmatian,White/Brown
A686226,Chan,08/18/2014,5:23PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 months,Labrador Retriever/Dalmatian,Black/Brown Brindle
A686224,,08/18/2014,5:33PM,4502 Gillis St. in Austin (TX),Stray,Sick,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby/White
A686227,,08/18/2014,5:46PM,4115 Freidrich Ln in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Black/Brown
A686006,Suesue,08/18/2014,5:58PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Tan
A686229,Hercules,08/18/2014,6:04PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Weimaraner,Blue
A686230,Athena,08/18/2014,6:04PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9 years,Weimaraner Mix,Fawn
