Animal ID,Name,Outcome Date,Outcome Time,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A673437,Higgs,03/21/2014,5:55PM,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Cream Tabby
A674769,,03/21/2014,6:27PM,Adoption,,Dog,Neutered Male,7 months,Pit Bull Mix,Blue/White
A674923,,03/21/2014,6:30PM,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Black/White
A675037,,03/21/2014,7:00PM,Euthanasia,Suffering,Other,Unknown,1 year,Raccoon Mix,Gray/Black
A632870,Righteous,03/21/2014,7:09PM,Return to Owner,,Dog,Neutered Male,6 years,Maltese/Yorkshire,Cream
A675020,,03/21/2014,7:19PM,Return to Owner,,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
A674725,Monte,03/21/2014,7:21PM,Return to Owner,,Dog,Intact Male,19 years,Cocker Spaniel Mix,Black/White
A674727,Shadow,03/21/2014,7:22PM,Return to Owner,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black/White
A673976,Jasper,03/21/2014,7:32PM,Adoption,,Dog,Neutered Male,5 months,Siberian Husky/Labrador Retriever,White/Brown
A674707,Ziggy,03/22/2014,9:56AM,Adoption,,Dog,Intact Female,2 months,Soft Coated Wheaten Terrier Mix,Buff/Tan
A669397,*Clarissa,03/22/2014,10:42AM,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
A643282,Brownie,03/22/2014,11:42AM,Return to Owner,,Dog,Neutered Male,4 years,Pit Bull/Labrador Retriever,Brown
A674704,,03/22/2014,12:24PM,Transfer,Partner,Dog,Neutered Male,3 years,Labrador Retriever Mix,Yellow
A674206,Tiger,03/22/2014,12:25PM,Adoption,,Cat,Spayed Female,5 years,Domestic Longhair Mix,Torbie/White
A674791,Piper,03/22/2014,12:47PM,Return to Owner,,Dog,Spayed Female,8 years,Collie Rough/German Shepherd,Black/Brown
A662525,Lilly,03/22/2014,12:48PM,Return to Owner,,Cat,Spayed Female,11 months,Domestic Shorthair Mix,Torbie
A673917,*Onyx,03/22/2014,12:55PM,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Black
A674800,,03/22/2014,1:08PM,Transfer,Partner,Cat,Intact Female,6 months,Domestic Shorthair Mix,Black/White
A674959,,03/22/2014,1:29PM,Transfer,SCRP,Cat,Intact Male,5 years,Domestic Shorthair Mix,Black
A675012,,03/22/2014,1:30PM,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Brown Tabby/White
A674960,,03/22/2014,1:31PM,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A674957,,03/22/2014,1:31PM,Transfer,SCRP,Cat,Unknown,5 years,Domestic Shorthair Mix,Cream Tabby/White
A675018,,03/22/2014,1:32PM,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
A674404,Maudie,03/22/2014,1:37PM,Return to Owner,,Cat,Spayed Female,12 years,Domestic Longhair Mix,Black/White
A675031,Kona,03/22/2014,1:40PM,Return to Owner,,Dog,Intact Male,6 years,Boykin Span,Chocolate
A674862,Dixie,03/22/2014,1:53PM,Return to Owner,,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black
A666682,Ivy,03/22/2014,1:53PM,Adoption,Offsite,Cat,Spayed Female,10 months,Domestic Longhair Mix,Calico
A674789,Ricky,03/22/2014,1:56PM,Adoption,,Dog,Intact Male,16 years,Chihuahua Shorthair Mix,Tan
A674546,*Dermott,03/22/2014,2:00PM,Adoption,,Dog,Neutered Male,5 months,Labrador Retriever/German Shepherd,Tan
A675035,Shelly,03/22/2014,2:17PM,Return to Owner,,Other,Intact Female,15 years,Tortoise Mix,Tan
A674243,*Emily,03/22/2014,3:26PM,Adoption,,Dog,Spayed Female,1 year,Queensland Heeler Mix,Tan/White
A675045,Captain,03/22/2014,3:34PM,Return to Owner,,Dog,Neutered Male,4 years,Australian Cattle Dog Mix,Tan/White
A674233,Missy,03/22/2014,3:38PM,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan
A674374,*Gage,03/22/2014,3:45PM,Transfer,Partner,Dog,Neutered Male,3 years,Great Pyrenees/Australian Shepherd,White/Tricolor
A596357,Rusty,03/22/2014,4:00PM,Return to Owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Tan/White
A674689,*Percival,03/22/2014,4:05PM,Transfer,Partner,Cat,Intact Male,4 months,Domestic Longhair Mix,Black
A674691,*Francine,03/22/2014,4:05PM,Transfer,Partner,Cat,Intact Female,4 months,Domestic Medium Hair Mix,Black
A664567,*Nilla Bean,03/22/2014,4:06PM,Transfer,Partner,Dog,Intact Male,10 months,Pit Bull Mix,Brown Brindle
A674926,Trace,03/22/2014,4:09PM,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby/White
A675049,Judy,03/22/2014,4:23PM,Return to Owner,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black/White
A638172,Teeger,03/22/2014,4:24PM,Return to Owner,,Dog,Spayed Female,3 years,Border Collie/Labrador Retriever,Black/White
A674512,*Luna,03/22/2014,4:27PM,Adoption,,Dog,Spayed Female,1 year,Basenji/Rhod Ridgeback,Tan/White
A674868,Lencho,03/22/2014,4:32PM,Return to Owner,,Dog,Neutered Male,2 years,Pomeranian Mix,Tan
A674455,Calypso,03/22/2014,4:39PM,Euthanasia,Behavior,Dog,Spayed Female,3 years,Australian Cattle Dog/Labrador Retriever,Tan
A675075,,03/22/2014,4:44PM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Skunk Mix,Black/White
A674449,*Harrison,03/22/2014,5:00PM,Adoption,,Dog,Neutered Male,1 year,Australian Kelpie Mix,Black
A673399,*Mac,03/22/2014,5:00PM,Adoption,,Dog,Neutered Male,3 years,Cardigan Welsh Corgi/Chihuahua Shorthair,Black
A674782,Gambit,03/22/2014,5:16PM,Return to Owner,,Dog,Neutered Male,1 month,Catahoula Mix,Red
A674778,Joey,03/22/2014,5:22PM,Adoption,,Dog,Neutered Male,4 years,Chihuahua Shorthair/Dachshund,Red/White
A520572,Hanna,03/22/2014,5:23PM,Return to Owner,,Dog,Spayed Female,6 years,Catahoula Mix,Brown Brindle/White
A674810,Bruno,03/22/2014,5:49PM,Adoption,,Dog,Neutered Male,3 years,Queensland Heeler/Basset Hound,Blue Tick/Red Tick
A674569,*Amelia,03/22/2014,5:53PM,Adoption,,Dog,Spayed Female,2 years,Lhasa Apso/Miniature Schnauzer,Gray/White
A674548,*Santino,03/22/2014,6:01PM,Adoption,,Dog,Neutered Male,5 months,Carolina Dog Mix,Red/Black
A675084,,03/22/2014,6:01PM,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat,Brown/Black
A674731,Lola,03/22/2014,6:04PM,Adoption,,Dog,Spayed Female,1 year,Dachshund Mix,Brown Brindle/White
A670382,*Roscoe,03/22/2014,6:08PM,Transfer,Partner,Dog,Neutered Male,2 years,Plott Hound,Brown Brindle/White
A675070,,03/22/2014,6:17PM,Return to Owner,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Black/Chocolate
A674710,Inca,03/22/2014,6:23PM,Adoption,,Dog,Spayed Female,7 years,Labrador Retriever Mix,Chocolate
A670770,Martin,03/22/2014,6:28PM,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair/Cardigan Welsh Corgi,Tricolor
A675083,,03/22/2014,6:34PM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown
A673476,Stich,03/22/2014,6:48PM,Adoption,,Dog,Neutered Male,1 year,Pit Bull/Pharaoh Hound,Fawn/White
A674592,Zoe,03/22/2014,7:03PM,Adoption,,Dog,Spayed Female,10 months,Labrador Retriever Mix,Tan
A675092,,03/22/2014,11:43PM,Euthanasia,Suffering,Other,Unknown,4 weeks,Raccoon,Brown/Black
A675093,,03/22/2014,11:50PM,Relocate,,Other,Unknown,4 weeks,Squirrel,Brown
A675000,,03/23/2014,8:53AM,Disposal,,Other,Unknown,1 year,Bat Mix,Brown
A675001,,03/23/2014,8:56AM,Disposal,,Other,Unknown,2 years,Bat Mix,Brown
A675091,,03/23/2014,9:04AM,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat,Brown/Black
A675094,,03/23/2014,9:05AM,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Brown
A671170,*Tosca,03/23/2014,9:35AM,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
A675099,,03/23/2014,10:33AM,Euthanasia,Suffering,Other,Unknown,2 years,Skunk Mix,Black/White
A675095,Schultz,03/23/2014,11:26AM,Return to Owner,,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black
A673962,Belle,03/23/2014,11:28AM,Adoption,Foster,Dog,Spayed Female,1 month,Maltese/Miniature Poodle,White/Buff
A675046,Maxwell,03/23/2014,12:01PM,Return to Owner,,Dog,Neutered Male,11 years,Border Collie Mix,Black/White
A674875,Cami,03/23/2014,12:06PM,Adoption,,Dog,Intact Female,2 years,Miniature Schnauzer/Miniature Poodle,White
A674435,Reana,03/23/2014,12:18PM,Return to Owner,,Cat,Spayed Female,5 years,Domestic Medium Hair Mix,Blue/White
A650560,Yellow,03/23/2014,12:28PM,Return to Owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Tan/White
A363653,Goofy,03/23/2014,12:37PM,Return to Owner,,Dog,Neutered Male,10 years,Catahoula/Labrador Retriever,Blue Merle/White
A674572,Newton,03/23/2014,12:52PM,Adoption,,Dog,Spayed Female,2 months,Carolina Dog Mix,Tan/Black
A673100,*Dandy,03/23/2014,12:56PM,Adoption,,Dog,Neutered Male,7 years,Maltese,White
A675097,Speedeni,03/23/2014,1:15PM,Return to Owner,,Dog,Neutered Male,10 years,Border Terrier/Pug,Brown
A675066,Roxy,03/23/2014,1:27PM,Transfer,Partner,Dog,Spayed Female,7 years,Italian Greyhound Mix,Gray
A675067,Ash,03/23/2014,1:27PM,Transfer,Partner,Dog,Neutered Male,9 years,Italian Greyhound Mix,Gray
A675086,Yoyo,03/23/2014,1:35PM,Return to Owner,,Dog,Spayed Female,11 years,Toy Poodle Mix,White
A673085,*Gabriel,03/23/2014,2:07PM,Adoption,,Dog,Neutered Male,5 years,Maltese Mix,White
A674790,Ginger,03/23/2014,2:10PM,Adoption,,Dog,Spayed Female,4 months,Chihuahua Shorthair Mix,Red
A660503,Slumber,03/23/2014,2:26PM,Return to Owner,,Dog,Spayed Female,1 year,Pit Bull Mix,White/Tan
A674798,,03/23/2014,2:55PM,Transfer,Partner,Dog,Spayed Female,10 months,Chihuahua Longhair Mix,Black/Tan
A674415,*Payton,03/23/2014,3:11PM,Transfer,Partner,Dog,Neutered Male,10 months,Chihuahua Shorthair Mix,Black/Tan
A674416,*Woody,03/23/2014,3:18PM,Transfer,Partner,Dog,Neutered Male,10 months,Chihuahua Shorthair Mix,Black/Tan
A670664,*Riley,03/23/2014,3:52PM,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle/White
A178569,Boti,03/23/2014,3:57PM,Return to Owner,,Dog,Neutered Male,15 years,Shetland Sheepdog Mix,White/Black
A674006,*Alistair,03/23/2014,4:13PM,Adoption,,Cat,Neutered Male,5 years,Manx Mix,Brown Tabby
A675125,,03/23/2014,4:18PM,Euthanasia,Suffering,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue Tabby
A674892,,03/23/2014,4:22PM,Transfer,Partner,Dog,Intact Male,5 months,Pit Bull Mix,White
A670503,Lauttie,03/23/2014,4:27PM,Adoption,,Dog,Spayed Female,5 years,Shiba Inu Mix,Brown/White
A674537,Bowser,03/23/2014,4:44PM,Adoption,,Dog,Neutered Male,1 year,Basset Hound/Beauceron,Black/Brown
A674617,*Darby,03/23/2014,4:58PM,Transfer,Partner,Dog,Neutered Male,3 months,German Shepherd/Australian Cattle Dog,Red Tick/White
A674949,*Bey,03/23/2014,5:00PM,Transfer,Partner,Dog,Spayed Female,3 months,Jack Russell Terrier Mix,White/Brown
A674881,,03/23/2014,5:08PM,Transfer,Partner,Dog,Neutered Male,5 months,Miniature Poodle/Miniature Schnauzer,Black/White
A674877,,03/23/2014,5:08PM,Transfer,Partner,Dog,Neutered Male,2 months,Miniature Poodle/Miniature Schnauzer,Black/White
A674878,,03/23/2014,5:08PM,Transfer,Partner,Dog,Neutered Male,2 months,Miniature Poodle/Miniature Schnauzer,Black/White
A674879,,03/23/2014,5:08PM,Transfer,Partner,Dog,Neutered Male,2 months,Miniature Poodle/Miniature Schnauzer,Tricolor
A673089,Lovie,03/23/2014,5:16PM,Adoption,,Dog,Spayed Female,10 years,Maltese Mix,White
A675124,,03/23/2014,5:30PM,Euthanasia,Suffering,Other,Unknown,1 year,Raccoon Mix,Black/Gray
A669761,Lila,03/23/2014,5:32PM,Transfer,Partner,Dog,Spayed Female,8 months,German Shepherd Mix,Brown/Brown
A674719,Bago,03/23/2014,5:44PM,Return to Owner,,Dog,Neutered Male,2 years,Chow Chow Mix,Red/Black
A674720,Pachuco,03/23/2014,5:44PM,Return to Owner,,Dog,Intact Male,1 year,German Shepherd Mix,Black
A675033,,03/23/2014,5:53PM,Adoption,,Dog,Neutered Male,1 year,Miniature Schnauzer/Miniature Poodle,Silver
A675122,,03/23/2014,5:56PM,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Brown
A673458,,03/23/2014,6:05PM,Adoption,Foster,Dog,Neutered Male,1 month,Chihuahua Shorthair Mix,Chocolate/Tan
A614225,Whiskers,03/23/2014,6:07PM,Transfer,Partner,Dog,Neutered Male,2 years,Miniature Schnauzer/Yorkshire Terrier,Sable
A670770,Martin,03/23/2014,6:08PM,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair/Cardigan Welsh Corgi,Tricolor
A432065,Sheba,03/23/2014,6:11PM,Transfer,Partner,Dog,Spayed Female,8 years,German Shepherd Mix,Black/Brown
