,id,name,outcome_type,outcome_detail,species,age,breed,color,datetime,fixed,male
8244,A675436,None,Euthanasia,Rabies Risk,Other,0.821917808219,Bat Mix,Brown,2014-03-27 17:16:00,,
8245,A675438,None,Euthanasia,Rabies Risk,Other,0.0767123287671,Bat,Brown/Black,2014-03-27 17:16:00,,
8246,A675325,Hormiga,Return to Owner,None,Dog,2.0,Great Pyrenees Mix,Cream,2014-03-27 17:21:00,1.0,0.0
8247,A674708,Dusty,Adoption,None,Dog,1.0,American Pit Bull Terrier Mix,White/Tan,2014-03-27 17:34:00,1.0,1.0
8248,A675359,None,Return to Owner,None,Dog,0.821917808219,Australian Cattle Dog Mix,Black/Tan,2014-03-27 17:41:00,1.0,1.0
8249,A675253,Lucky,Return to Owner,None,Dog,1.0,Pit Bull Mix,Blue/White,2014-03-27 17:51:00,1.0,0.0
8250,A675255,Sandy,Return to Owner,None,Dog,1.0,German Shepherd Mix,Black/Buff,2014-03-27 17:53:00,1.0,0.0
8251,A675444,None,Euthanasia,Rabies Risk,Other,1.0,Bat Mix,Brown,2014-03-27 18:15:00,,
8252,A675445,None,Euthanasia,Rabies Risk,Other,1.0,Bat Mix,Brown,2014-03-27 18:16:00,,
8253,A675446,None,Euthanasia,Rabies Risk,Other,1.0,Bat Mix,Brown,2014-03-27 18:16:00,,
8254,A675448,None,Euthanasia,Rabies Risk,Other,1.0,Bat Mix,Brown,2014-03-27 18:17:00,,
8255,A675110,Ginger,Adoption,None,Dog,0.164383561644,American Bulldog Mix,Tricolor,2014-03-27 18:35:00,1.0,0.0
8256,A674839,Max,Return to Owner,None,Dog,2.0,Rat Terrier Mix,White/Black,2014-03-27 18:47:00,1.0,1.0
8257,A675453,None,Euthanasia,Rabies Risk,Other,1.0,Bat,Black,2014-03-27 18:47:00,0.0,1.0
8258,A642377,Kimba,Return to Owner,None,Dog,6.0,Rottweiler,Black/Red,2014-03-27 18:51:00,1.0,0.0
8259,A675128,Jax,Adoption,None,Dog,0.41095890411,German Shepherd Mix,Brown/Black,2014-03-27 18:52:00,1.0,1.0
8260,A675457,None,Euthanasia,Rabies Risk,Other,1.0,Bat Mix,Brown,2014-03-27 19:20:00,,
8261,A675119,None,Transfer,Partner,Dog,0.0821917808219,Pomeranian Mix,White/Brown,2014-03-27 08:00:00,0.0,1.0
8262,A675463,None,Euthanasia,Suffering,Other,0.0767123287671,Raccoon,Brown/Black,2014-03-28 03:17:00,,
8263,A675412,None,Disposal,None,Other,1.0,Bat Mix,Brown,2014-03-28 09:25:00,,
8264,A675480,Boots,Euthanasia,Suffering,Cat,10.0,Domestic Shorthair Mix,Black/White,2014-03-28 09:28:00,0.0,1.0
8265,A674024,Gertrude,Adoption,Foster,Dog,0.164383561644,Chihuahua Longhair Mix,Cream,2014-03-28 10:01:00,1.0,0.0
8266,A675469,None,Died,None,Cat,1.0,Domestic Shorthair Mix,White,2014-03-28 10:17:00,,
8267,A675467,None,Died,None,Cat,1.0,Domestic Shorthair Mix,White,2014-03-28 10:19:00,,
8268,A675468,None,Died,None,Cat,1.0,Domestic Shorthair Mix,White,2014-03-28 10:20:00,,
8269,A675470,None,Died,None,Cat,1.0,Domestic Shorthair Mix,White,2014-03-28 10:20:00,,
8270,A675474,None,Euthanasia,Suffering,Other,1.0,Squirrel Mix,Brown,2014-03-28 11:22:00,,
8271,A675352,None,Euthanasia,Suffering,Dog,6.0,Chihuahua Shorthair Mix,Brown,2014-03-28 11:22:00,0.0,0.0
8272,A675476,None,Euthanasia,Rabies Risk,Other,1.0,Skunk,Black/White,2014-03-28 11:23:00,,
8273,A675421,Christy,Transfer,Partner,Cat,0.0821917808219,Domestic Shorthair Mix,Brown Tabby,2014-03-28 11:43:00,0.0,0.0
8274,A675422,Aladdin,Transfer,Partner,Cat,0.0821917808219,Domestic Medium Hair Mix,Brown Tabby,2014-03-28 11:43:00,0.0,1.0
8275,A675065,Persephone,Adoption,None,Dog,0.164383561644,Manchester Terrier Mix,Tricolor/White,2014-03-28 11:43:00,1.0,0.0
8276,A675423,Terra,Transfer,Partner,Cat,0.0821917808219,Domestic Shorthair Mix,Blue,2014-03-28 11:44:00,0.0,0.0
8277,A675424,Matt,Transfer,Partner,Cat,0.0821917808219,Domestic Shorthair Mix,Black,2014-03-28 11:44:00,0.0,1.0
8278,A675425,Charcoal,Transfer,Partner,Cat,0.0821917808219,Domestic Medium Hair Mix,Black Smoke,2014-03-28 11:44:00,0.0,0.0
8279,A674570,Buffy,Adoption,None,Dog,1.0,Great Pyrenees/Border Collie,White/Black,2014-03-28 12:05:00,1.0,0.0
8280,A674865,Bud,Return to Owner,None,Dog,6.0,Australian Shepherd Mix,Tan,2014-03-28 12:10:00,1.0,1.0
8281,A675479,None,Euthanasia,Rabies Risk,Other,1.0,Bat Mix,Brown,2014-03-28 12:18:00,,
8282,A675477,None,Euthanasia,Rabies Risk,Other,1.0,Bat Mix,Brown,2014-03-28 12:19:00,,
8283,A675475,None,Euthanasia,Rabies Risk,Other,1.0,Bat Mix,Brown,2014-03-28 12:20:00,,
8284,A669680,Sgt. Buddy,Return to Owner,None,Dog,2.0,Labrador Retriever Mix,Brown Brindle/White,2014-03-28 12:27:00,1.0,1.0
8285,A675032,Corrie,Adoption,None,Dog,0.164383561644,Miniature Schnauzer Mix,Gray/White,2014-03-28 12:48:00,1.0,0.0
8286,A675481,None,Transfer,Partner,Cat,0.00821917808219,Domestic Shorthair Mix,Black,2014-03-28 13:09:00,0.0,1.0
8287,A675482,None,Transfer,Partner,Cat,0.00821917808219,Domestic Shorthair Mix,Blue/White,2014-03-28 13:09:00,0.0,1.0
8288,A670913,Thelonious,Return to Owner,None,Dog,0.328767123288,Catahoula/Plott Hound,Brown Merle,2014-03-28 13:18:00,1.0,1.0
8289,A675008,Lulu,Adoption,None,Dog,0.164383561644,Chihuahua Shorthair/Dachshund,Black/Brown,2014-03-28 13:41:00,1.0,0.0
8290,A671048,Duchess,Adoption,None,Dog,2.0,Chihuahua Longhair Mix,Black/Tan,2014-03-28 13:58:00,1.0,0.0
8291,A672434,Nina,Transfer,Partner,Dog,4.0,Miniature Poodle Mix,White,2014-03-28 14:11:00,1.0,0.0
8292,A675499,Jazz,Return to Owner,None,Dog,2.0,Border Collie Mix,Black/White,2014-03-28 14:20:00,0.0,0.0
8293,A674955,Star,Transfer,Partner,Dog,0.904109589041,Jack Russell Terrier/Australian Cattle Dog,White/Black,2014-03-28 14:35:00,0.0,0.0
8294,A673652,Fancy,Transfer,Partner,Dog,2.0,Papillon/Border Collie,Black/White,2014-03-28 14:39:00,1.0,1.0
8295,A675405,Stella Luna,Return to Owner,None,Cat,1.0,Domestic Medium Hair Mix,Black/White,2014-03-28 14:55:00,1.0,0.0
8296,A675403,None,Transfer,SCRP,Cat,0.41095890411,Domestic Medium Hair Mix,Black/White,2014-03-28 15:03:00,0.0,0.0
8297,A675344,None,Transfer,SCRP,Cat,0.246575342466,Domestic Shorthair Mix,Torbie,2014-03-28 15:04:00,0.0,0.0
8298,A675339,None,Transfer,SCRP,Cat,0.246575342466,Domestic Shorthair Mix,Cream Tabby/White,2014-03-28 15:04:00,0.0,0.0
8299,A675340,Josie,Transfer,SCRP,Cat,0.246575342466,Domestic Shorthair Mix,Cream Tabby/White,2014-03-28 15:05:00,1.0,0.0
8300,A675342,Jenny,Transfer,SCRP,Cat,0.246575342466,Domestic Shorthair Mix,Calico/Blue Tabby,2014-03-28 15:05:00,1.0,0.0
8301,A675341,Jasper,Transfer,SCRP,Cat,0.246575342466,Domestic Shorthair Mix,Orange Tabby/White,2014-03-28 15:06:00,1.0,1.0
8302,A675489,None,Transfer,SCRP,Cat,2.0,Domestic Shorthair Mix,Torbie,2014-03-28 15:09:00,0.0,0.0
8303,A675346,None,Transfer,SCRP,Cat,2.0,Maine Coon Mix,Brown Tabby,2014-03-28 15:36:00,0.0,0.0
8304,A675350,Carlie,Adoption,None,Dog,2.0,Golden Retriever/Great Pyrenees,Cream,2014-03-28 15:46:00,1.0,0.0
8305,A664095,Hank,Adoption,None,Dog,2.0,American Staffordshire Terrier Mix,White,2014-03-28 16:29:00,1.0,1.0
8306,A675171,Bentley,Return to Owner,None,Dog,2.0,Miniature Pinscher,Black/Tan,2014-03-28 16:42:00,1.0,1.0
8307,A675451,Zoey,Return to Owner,None,Dog,2.0,Siberian Husky Mix,Buff/Tan,2014-03-28 17:26:00,0.0,0.0
8308,A675532,None,Euthanasia,Rabies Risk,Other,1.0,Bat Mix,Brown,2014-03-28 17:26:00,,
8309,A675531,None,Euthanasia,Rabies Risk,Other,1.0,Bat Mix,Red,2014-03-28 17:27:00,,
8310,A675058,Lucky,Adoption,None,Cat,0.164383561644,Domestic Shorthair Mix,Blue,2014-03-28 17:33:00,1.0,0.0
8311,A674160,Mya,Euthanasia,Suffering,Cat,10.0,Domestic Shorthair Mix,Calico,2014-03-28 17:42:00,1.0,0.0
8312,A674718,Poppy,Adoption,None,Cat,2.0,Domestic Longhair Mix,Calico/White,2014-03-28 17:50:00,1.0,0.0
8313,A674507,Grizzly,Transfer,Partner,Dog,2.0,Australian Shepherd Mix,Chocolate/Tan,2014-03-28 17:54:00,1.0,1.0
8314,A674787,Hercules,Return to Owner,None,Dog,0.657534246575,Jack Russell Terrier/Shih Tzu,Chocolate/Brown,2014-03-28 18:18:00,1.0,1.0
8315,A675146,Desmo,Adoption,None,Cat,1.0,Domestic Shorthair Mix,Brown Tabby,2014-03-28 18:28:00,1.0,1.0
8316,A675535,None,Euthanasia,Suffering,Cat,1.0,Domestic Shorthair Mix,Blue/White,2014-03-28 18:31:00,1.0,0.0
8317,A675542,None,Euthanasia,Rabies Risk,Other,2.0,Bat Mix,Brown,2014-03-28 18:33:00,,
8318,A675322,Lil Bit,Adoption,None,Cat,0.41095890411,Domestic Shorthair Mix,Blue Tabby,2014-03-28 18:37:00,1.0,0.0
8319,A665350,Cashew,Adoption,None,Dog,2.0,American Bulldog Mix,White/Black,2014-03-28 19:16:00,1.0,0.0
8320,A675548,None,Euthanasia,Rabies Risk,Other,0.0767123287671,Bat,Brown/Black,2014-03-29 08:42:00,,
8321,A675546,None,Euthanasia,Rabies Risk,Other,0.0767123287671,Bat,Brown/Black,2014-03-29 08:43:00,,
8322,A675547,None,Euthanasia,Rabies Risk,Other,0.0767123287671,Bat,Brown/Black,2014-03-29 08:43:00,,
8323,A674664,Cash,Return to Owner,None,Cat,5.0,Domestic Shorthair Mix,Black,2014-03-29 09:19:00,1.0,1.0
8324,A448819,Mickey,Return to Owner,None,Dog,9.0,Chihuahua Shorthair,Black/Brown,2014-03-29 10:29:00,1.0,0.0
8325,A674231,Charlie,Adoption,None,Dog,1.0,Australian Cattle Dog Mix,Black/Blue Merle,2014-03-29 10:38:00,1.0,0.0
8326,A594750,Slugger,Return to Owner,None,Dog,7.0,Australian Shepherd,Red/White,2014-03-29 11:00:00,1.0,1.0
8327,A675165,Mike,Return to Owner,None,Dog,2.0,Catahoula/Border Collie,Brown Merle/White,2014-03-29 11:05:00,0.0,1.0
8328,A623762,Prince,Adoption,None,Dog,6.0,Chihuahua Shorthair Mix,Tricolor,2014-03-29 11:19:00,1.0,1.0
8329,A674802,Franklin,Return to Owner,None,Dog,9.0,Dachshund Mix,Black/Brown,2014-03-29 11:26:00,1.0,1.0
8330,A674895,Jazzper,Return to Owner,None,Cat,2.0,Domestic Shorthair Mix,Brown Tabby/White,2014-03-29 11:38:00,0.0,0.0
8331,A672159,Allison,Adoption,Foster,Cat,0.246575342466,Domestic Shorthair Mix,Torbie,2014-03-29 12:17:00,1.0,0.0
8332,A672161,Ava,Adoption,Foster,Cat,0.246575342466,Domestic Shorthair Mix,Brown Tabby,2014-03-29 12:19:00,1.0,0.0
8333,A672822,Matt,Adoption,Foster,Cat,0.164383561644,Domestic Medium Hair Mix,Black,2014-03-29 12:48:00,1.0,1.0
8334,A672824,Missy,Adoption,Foster,Cat,0.164383561644,Domestic Medium Hair Mix,Black,2014-03-29 12:49:00,1.0,0.0
8335,A674583,Winslow,Adoption,None,Dog,2.0,American Bulldog Mix,White/Brown,2014-03-29 12:50:00,1.0,1.0
8336,A675011,Cesar Chavez,Adoption,None,Dog,0.41095890411,Labrador Retriever Mix,Red,2014-03-29 13:04:00,1.0,1.0
8337,A674616,Daphne,Adoption,None,Dog,0.246575342466,Australian Cattle Dog Mix,Tan,2014-03-29 13:16:00,1.0,0.0
8338,A674214,None,Adoption,Foster,Other,0.0958904109589,Pig Mix,Black,2014-03-29 14:00:00,,
8339,A675577,None,Euthanasia,Suffering,Cat,1.0,Domestic Shorthair Mix,Cream Tabby,2014-03-29 14:08:00,0.0,1.0
8340,A674192,Esme,Adoption,None,Dog,0.739726027397,Australian Kelpie Mix,Brown Brindle/White,2014-03-29 14:11:00,1.0,0.0
8341,A675500,Carmen,Return to Owner,None,Dog,9.0,Cocker Spaniel,Black/White,2014-03-29 14:32:00,0.0,0.0
8342,A672357,Princess,Adoption,None,Dog,8.0,Carolina Dog Mix,Red,2014-03-29 14:39:00,1.0,0.0
8343,A674693,Max,Adoption,None,Dog,1.0,Golden Retriever/Akita,Gold/Yellow,2014-03-29 14:54:00,1.0,1.0
8344,A674421,Nino,Adoption,None,Dog,1.0,Siberian Husky/Labrador Retriever,Black/Brown Brindle,2014-03-29 15:32:00,1.0,1.0
8345,A675465,None,Transfer,Partner,Cat,0.0027397260274,Domestic Shorthair Mix,White,2014-03-29 15:32:00,0.0,0.0
8346,A675466,None,Transfer,Partner,Cat,0.0027397260274,Domestic Shorthair Mix,White,2014-03-29 15:33:00,0.0,1.0
8347,A675096,Lexi,Adoption,None,Dog,2.0,Staffordshire/Blue Lacy,Blue/White,2014-03-29 15:35:00,1.0,0.0
8348,A674384,Sofie,Adoption,None,Dog,4.0,Border Collie Mix,White/Black,2014-03-29 16:12:00,1.0,0.0
8349,A675007,None,Adoption,None,Dog,0.164383561644,Chihuahua Shorthair/Dachshund,Chocolate/Brown,2014-03-29 16:38:00,1.0,0.0
8350,A636746,Animal,Return to Owner,None,Dog,1.0,German Shepherd Mix,Brown Brindle/White,2014-03-29 16:51:00,1.0,1.0
8351,A675452,None,Transfer,SCRP,Cat,0.493150684932,Domestic Shorthair Mix,White/Brown Tabby,2014-03-29 16:52:00,0.0,0.0
8352,A674434,Leonard,Transfer,Partner,Dog,0.246575342466,Pit Bull Mix,Fawn/Brown,2014-03-29 16:56:00,1.0,1.0
8353,A674627,Gidget,Adoption,None,Dog,1.0,American Staffordshire Terrier Mix,Blue/White,2014-03-29 17:01:00,1.0,0.0
8354,A675194,Sunny,Adoption,Offsite,Dog,2.0,Chihuahua Shorthair Mix,Black/Brown,2014-03-29 17:11:00,1.0,0.0
8355,A671725,Sophie,Adoption,Offsite,Dog,0.0821917808219,Chihuahua Shorthair Mix,Brown,2014-03-29 17:18:00,1.0,0.0
8356,A664472,Broadway,Adoption,None,Dog,1.0,Pit Bull Mix,White/Black,2014-03-29 17:23:00,1.0,0.0
8357,A631762,Aries,Return to Owner,None,Dog,8.0,German Shepherd Mix,Sable,2014-03-29 17:36:00,1.0,1.0
8358,A673081,Bently,Adoption,None,Dog,5.0,Yorkshire Terrier Mix,Cream,2014-03-29 17:39:00,1.0,1.0
8359,A673147,Jasper,Adoption,None,Dog,3.0,Labrador Retriever Mix,Black/White,2014-03-29 17:52:00,1.0,1.0
8360,A675003,Jones,Transfer,Partner,Dog,0.246575342466,Catahoula Mix,White/Brown Brindle,2014-03-29 17:56:00,1.0,1.0
8361,A675323,Fluff,Adoption,None,Cat,0.41095890411,Domestic Medium Hair,Blue Tabby,2014-03-29 18:13:00,1.0,1.0
8362,A653281,Biggie,Transfer,Partner,Dog,0.904109589041,Labrador Retriever/Pit Bull,Black,2014-03-29 18:23:00,1.0,1.0
8363,A419009,Maxwell,Return to Owner,None,Dog,11.0,Miniature Schnauzer,Black,2014-03-29 18:36:00,1.0,1.0
8364,A675321,Cyan,Adoption,None,Cat,0.41095890411,Domestic Shorthair Mix,Blue,2014-03-29 18:38:00,1.0,0.0
8365,A675363,None,Transfer,Partner,Dog,0.164383561644,Labrador Retriever Mix,Cream,2014-03-29 19:28:00,0.0,1.0
8366,A675364,None,Transfer,Partner,Dog,0.164383561644,Labrador Retriever Mix,Cream,2014-03-29 19:29:00,0.0,0.0
8367,A675362,None,Transfer,Partner,Dog,0.164383561644,Labrador Retriever Mix,Cream,2014-03-29 19:29:00,0.0,1.0
8368,A675609,None,Relocate,None,Other,0.0767123287671,Raccoon,Brown/Black,2014-03-29 22:57:00,,
8369,A675610,None,Euthanasia,Suffering,Other,0.0767123287671,Squirrel,Black/Brown,2014-03-29 23:03:00,,
8370,A675595,None,Euthanasia,Rabies Risk,Other,1.0,Bat Mix,Brown,2014-03-30 08:49:00,,
8371,A675567,Lola,Return to Owner,None,Dog,3.0,Siberian Husky Mix,Black/White,2014-03-30 08:56:00,1.0,0.0
8372,A674905,Tommy,Return to Owner,None,Dog,2.0,Pit Bull/Jack Russell Terrier,White/Brown,2014-03-30 11:06:00,1.0,1.0
8373,A674324,Shadie,Transfer,Partner,Dog,0.41095890411,Labrador Retriever Mix,Black/White,2014-03-30 11:41:00,1.0,0.0
8374,A674526,Chico,Adoption,None,Dog,1.0,Basenji Mix,Red,2014-03-30 12:00:00,1.0,1.0
8375,A671586,Chico,Adoption,None,Dog,0.328767123288,Dachshund,Brown,2014-03-30 12:03:00,1.0,1.0
8376,A673805,Betsy,Transfer,Partner,Dog,0.246575342466,Labrador Retriever/Flat Coat Retriever,Black/White,2014-03-30 12:11:00,0.0,0.0
8377,A675009,Daisy,Adoption,None,Dog,5.0,Chihuahua Shorthair/Dachshund,Black/Brown,2014-03-30 12:13:00,1.0,0.0
8378,A673939,Pete,Transfer,Partner,Dog,0.164383561644,Labrador Retriever Mix,Brown/White,2014-03-30 12:18:00,1.0,1.0
8379,A675068,Griffin,Adoption,None,Dog,2.0,Chihuahua Shorthair/Beagle,Tricolor,2014-03-30 12:24:00,1.0,1.0
8380,A673190,Charlotte,Adoption,None,Cat,1.0,Domestic Longhair Mix,Brown Tabby,2014-03-30 12:28:00,1.0,0.0
8381,A663819,Zeus,Return to Owner,None,Dog,1.0,Pit Bull Mix,Black/White,2014-03-30 12:30:00,1.0,1.0
8382,A675435,Raven,Adoption,None,Dog,1.0,Chihuahua Shorthair/Dachshund,Black,2014-03-30 12:31:00,1.0,0.0
8383,A665344,Ginger,Transfer,Partner,Dog,4.0,Chihuahua Shorthair Mix,Red/White,2014-03-30 13:01:00,1.0,0.0
8384,A670869,Gregory,Return to Owner,None,Dog,0.328767123288,Pit Bull/Labrador Retriever,Black/White,2014-03-30 13:52:00,1.0,1.0
8385,A668525,Bodhi,Adoption,Foster,Dog,0.41095890411,Chihuahua Shorthair,White/Cream,2014-03-30 14:01:00,1.0,1.0
8386,A675195,None,Adoption,None,Dog,0.41095890411,Chihuahua Shorthair Mix,Black/Brown,2014-03-30 14:15:00,1.0,0.0
8387,A675550,Lolly,Adoption,None,Dog,3.0,Yorkshire Terrier Mix,Tan/Black,2014-03-30 14:20:00,1.0,0.0
8388,A674925,Nelly,Adoption,None,Dog,0.657534246575,Jack Russell Terrier Mix,Tan/White,2014-03-30 14:32:00,1.0,0.0
8389,A675587,None,Euthanasia,Rabies Risk,Other,1.0,Raccoon Mix,Black/Gray,2014-03-30 14:45:00,,
8390,A675118,None,Transfer,Partner,Dog,3.0,Boxer,Red/Black,2014-03-30 14:48:00,1.0,0.0
8391,A674494,Rosalie,Adoption,None,Dog,2.0,Labrador Retriever Mix,Black/White,2014-03-30 15:00:00,1.0,0.0
8392,A675113,Spot,Adoption,None,Dog,0.904109589041,Australian Cattle Dog/Jack Russell Terrier,White/Black,2014-03-30 15:03:00,1.0,1.0
8393,A675570,None,Transfer,SCRP,Cat,1.0,Domestic Shorthair Mix,Cream Tabby,2014-03-30 15:07:00,0.0,0.0
8394,A663378,Mila,Return to Owner,None,Dog,1.0,Ibizan Hound Mix,Brown,2014-03-30 15:21:00,1.0,0.0
8395,A510997,Linus,Transfer,Partner,Cat,6.0,Domestic Shorthair Mix,White/Orange Tabby,2014-03-30 15:44:00,1.0,1.0
8396,A675288,None,Euthanasia,Suffering,Dog,8.0,Lhasa Apso Mix,Brown,2014-03-30 15:45:00,0.0,0.0
8397,A675629,None,Disposal,None,Other,1.0,Bat Mix,Black/Brown,2014-03-30 15:46:00,,
8398,A674179,Hermione,Adoption,None,Dog,2.0,Boxer Mix,Black/White,2014-03-30 15:59:00,1.0,0.0
8399,A674218,Akori,Adoption,None,Dog,1.0,Labrador Retriever/Chow Chow,Red/White,2014-03-30 16:05:00,1.0,1.0
8400,A671715,Kevin,Adoption,None,Dog,1.0,Pit Bull Mix,Blue/White,2014-03-30 16:15:00,1.0,1.0
8401,A675586,Lucky,Return to Owner,None,Dog,4.0,Siberian Husky Mix,Gray/White,2014-03-30 16:24:00,1.0,1.0
8402,A675277,Stella,Adoption,None,Dog,0.41095890411,Pit Bull Mix,Blue/White,2014-03-30 16:30:00,0.0,0.0
8403,A321341,Chelsea,Adoption,None,Cat,10.0,Domestic Shorthair Mix,Tortie,2014-03-30 16:38:00,1.0,0.0
8404,A675318,Cliffy,Transfer,Partner,Dog,0.328767123288,Mastiff/Rottweiler,Red/White,2014-03-30 16:56:00,1.0,1.0
8405,A675237,None,Adoption,None,Dog,1.0,Dachshund Mix,Brown/White,2014-03-30 16:58:00,1.0,1.0
8406,A674246,Milo,Adoption,None,Dog,0.164383561644,Labrador Retriever Mix,Black,2014-03-30 17:00:00,1.0,1.0
8407,A674995,Isabella,Adoption,None,Dog,1.0,Chihuahua Shorthair/Dachshund,Brown,2014-03-30 17:05:00,1.0,0.0
8408,A671417,Tony,Transfer,Partner,Dog,1.0,Pit Bull Mix,Tan/White,2014-03-30 17:21:00,1.0,1.0
8409,A675217,Spots,Adoption,None,Dog,1.0,Chihuahua Shorthair/Italian Greyhound,White/Black,2014-03-30 17:27:00,1.0,1.0
8410,A675189,Cucho,Return to Owner,None,Dog,2.0,Chihuahua Shorthair Mix,Tan,2014-03-30 17:29:00,1.0,1.0
8411,A675494,Shadow,Return to Owner,None,Dog,2.0,Labrador Retriever/Border Collie,Black/White,2014-03-30 17:40:00,1.0,1.0
8412,A675495,Lotus,Return to Owner,None,Dog,2.0,Labrador Retriever/Basset Hound,Black/White,2014-03-30 17:41:00,1.0,1.0
8413,A675450,Westley,Return to Owner,None,Dog,1.0,Chinese Sharpei Mix,Brown,2014-03-30 17:41:00,1.0,1.0
8414,A675234,Janine,Adoption,None,Cat,4.0,Siamese Mix,Blue Point,2014-03-30 17:44:00,1.0,0.0
8415,A674857,B.J.,Adoption,None,Dog,0.164383561644,Chihuahua Shorthair/Cairn Terrier,Brown,2014-03-30 17:51:00,1.0,1.0
8416,A675308,None,Adoption,None,Dog,0.575342465753,German Shepherd/Chow Chow,Sable,2014-03-30 18:10:00,1.0,0.0
8417,A675365,None,Adoption,None,Dog,0.164383561644,Labrador Retriever Mix,Cream,2014-03-30 18:16:00,1.0,0.0
8418,A675302,None,Adoption,None,Dog,3.0,Bichon Frise,White,2014-03-30 18:18:00,1.0,0.0
8419,A673392,Lucy,Adoption,None,Dog,2.0,Chihuahua Shorthair Mix,Buff,2014-03-30 18:28:00,1.0,0.0
8420,A673393,Ricky,Adoption,None,Dog,2.0,Chihuahua Shorthair Mix,Tan,2014-03-30 18:29:00,1.0,1.0
8421,A675235,Princess,Adoption,None,Dog,0.164383561644,Plott Hound/Labrador Retriever,Brown Brindle,2014-03-30 18:30:00,1.0,0.0
8422,A675047,Reggie,Adoption,None,Dog,1.0,Labrador Retriever Mix,Black/White,2014-03-30 18:37:00,1.0,1.0
8423,A674244,Shelby,Adoption,None,Dog,0.164383561644,Labrador Retriever Mix,Black/Brown,2014-03-30 18:49:00,1.0,0.0
8424,A675335,Jayla,Return to Owner,None,Dog,4.0,Standard Schnauzer Mix,Silver,2014-03-30 18:51:00,1.0,0.0
8425,A675336,Runt Runt,Return to Owner,None,Dog,4.0,Standard Schnauzer Mix,Silver,2014-03-30 18:51:00,1.0,0.0
8426,A675230,Sleepy,Adoption,None,Dog,1.0,Cairn Terrier Mix,Tan,2014-03-30 18:53:00,1.0,0.0
8427,A675213,Yoruichi,Adoption,None,Cat,0.41095890411,Domestic Shorthair Mix,Black,2014-03-30 19:03:00,1.0,0.0
8428,A675636,None,Euthanasia,Rabies Risk,Other,1.0,Raccoon Mix,Gray/Black,2014-03-30 19:04:00,,
8429,A675077,Bojangles,Adoption,None,Cat,9.0,Domestic Shorthair Mix,Brown Tabby/White,2014-03-30 19:05:00,1.0,1.0
8430,A668528,Dottie,Adoption,Foster,Dog,0.41095890411,Chihuahua Shorthair,Brown/White,2014-03-30 19:05:00,1.0,0.0
8431,A675319,None,Adoption,None,Dog,0.328767123288,Mastiff/Rottweiler,Red/White,2014-03-30 19:12:00,1.0,1.0
8432,A675661,None,Euthanasia,Rabies Risk,Other,3.0,Bat Mix,Brown,2014-03-31 10:52:00,,
8433,A674327,Bailey,Adoption,None,Dog,1.0,Pit Bull Mix,Brown Brindle/White,2014-03-31 11:20:00,1.0,0.0
8434,A675643,Maxine,Return to Owner,None,Dog,2.0,Border Collie Mix,Black/White,2014-03-31 12:36:00,1.0,0.0
8435,A670495,Princeton,Adoption,None,Dog,2.0,Chihuahua Shorthair/Cardigan Welsh Corgi,Brown/White,2014-03-31 12:58:00,1.0,1.0
8436,A651299,Fiona,Euthanasia,Aggressive,Dog,2.0,Pit Bull,Blue/White,2014-03-31 13:05:00,1.0,0.0
8437,A674141,Zak,Euthanasia,Behavior,Dog,2.0,Pit Bull Mix,Blue,2014-03-31 13:09:00,1.0,1.0
8438,A675677,None,Euthanasia,Rabies Risk,Other,1.0,Bat Mix,Black/Brown,2014-03-31 13:28:00,,
8439,A674628,None,Euthanasia,Aggressive,Dog,2.0,Pit Bull Mix,Black Brindle/White,2014-03-31 13:42:00,0.0,0.0
8440,A675209,Bella,Adoption,None,Dog,1.0,Black Mouth Cur Mix,Brown/Black,2014-03-31 15:22:00,1.0,0.0
8441,A675199,Halo,Transfer,Partner,Dog,1.0,Yorkshire Terrier,Brown/Gray,2014-03-31 15:28:00,1.0,1.0
8442,A675426,None,Euthanasia,Suffering,Cat,12.0,Domestic Shorthair Mix,White/Blue,2014-03-31 15:44:00,0.0,0.0
8443,A675126,Lacey,Transfer,Partner,Dog,3.0,Labrador Retriever/Vizsla,Tan/White,2014-03-31 16:02:00,1.0,0.0
8444,A666380,Bud,Return to Owner,None,Dog,3.0,Pit Bull Mix,Brown/White,2014-03-31 16:06:00,1.0,1.0
8445,A667020,Toby,Transfer,Partner,Cat,0.493150684932,Domestic Shorthair Mix,Orange Tabby/White,2014-03-31 16:18:00,0.0,1.0
8446,A658786,Zena,Return to Owner,None,Cat,0.904109589041,Domestic Shorthair Mix,Tortie,2014-03-31 16:18:00,1.0,0.0
8447,A658787,Athena,Return to Owner,None,Cat,0.904109589041,Domestic Shorthair Mix,Tortie,2014-03-31 16:18:00,1.0,0.0
8448,A674642,Kayla,Adoption,None,Dog,5.0,Labrador Retriever Mix,Black/White,2014-03-31 16:25:00,1.0,0.0
8449,A675702,None,Euthanasia,Rabies Risk,Other,3.0,Raccoon Mix,Black/Gray,2014-03-31 16:58:00,,
8450,A675510,Maximo,Adoption,None,Cat,4.0,Domestic Shorthair Mix,White/Brown Tabby,2014-03-31 17:10:00,1.0,1.0
8451,A675507,Nikki,Adoption,None,Cat,2.0,Domestic Shorthair Mix,Cream Tabby,2014-03-31 17:34:00,1.0,0.0
